City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Granger,US,41.7481,-86.1257,71.06,92,100,8.05,overcast clouds
701,Asyut,EG,27.181,31.1837,95.18,17,0,17.74,clear sky
702,Erzincan,TR,39.75,39.5,88.9,27,20,16.11,few clouds
703,Cockburn Town,TC,21.4612,-71.1419,85.96,70,20,11.5,few clouds
704,Beloha,MG,-25.1667,45.05,74.08,37,0,10.4,clear sky
705,Mahibadhoo,MV,3.7833,72.9667,77.59,88,100,26.04,moderate rain
706,Jega,NG,12.2175,4.3792,89.8,52,96,2.68,overcast clouds
707,Ellon,GB,57.3641,-2.0731,63.55,94,40,11.5,scattered clouds
708,Akyab,MM,20.15,92.9,83.73,77,100,4.61,overcast clouds
709,Hammerfest,NO,70.6634,23.6821,46.85,100,75,6.91,light intensity drizzle
710,Chicama,PE,-7.8447,-79.1469,57.74,66,71,5.97,broken clouds
711,Punto Fijo,VE,11.6956,-70.1996,85.35,64,100,5.88,overcast clouds
712,Gigmoto,PH,13.7796,124.39,81.82,85,100,7.94,overcast clouds
713,Seddon,AU,-37.8068,144.8916,50.72,85,75,5.75,broken clouds
