City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
635,Sao Raimundo Nonato,BR,91.99,clear sky,-9.0153,-42.6994,Real Hotel
638,Gunjur,GM,87.87,light rain,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
639,Celle,DE,82.27,broken clouds,52.6226,10.0805,Hotel Borchers
641,Matara,LK,77.14,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
643,Muisne,EC,74.86,overcast clouds,0.6,-80.0333,Quinta Samay
645,Cabadiangan,PH,78.44,overcast clouds,9.7531,122.4739,Kipot
646,Durban,ZA,81.52,clear sky,-29.8579,31.0292,Hilton Durban
647,Yarada,IN,82.72,scattered clouds,17.65,83.2667,Yarada Jungle Beach Resorts
648,Oranjestad,AW,85.95,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
651,Bradley,US,74.32,overcast clouds,35.1501,-84.8666,Howard Johnson by Wyndham Cleveland
653,Baft,IR,77.5,few clouds,29.234,56.6057,Paeez Hotel & restaurant
654,Greeneville,US,76.75,overcast clouds,36.1632,-82.831,General Morgan Inn and Conference Center
655,Pasighat,IN,75.02,overcast clouds,28.0667,95.3333,Siang Guest House
657,Manta,EC,73.18,overcast clouds,-0.95,-80.7333,Balandra Hotel
659,Oriximina,BR,94.28,few clouds,-1.7656,-55.8661,Pousada Tia Amélia
661,Katangi,IN,74.46,overcast clouds,23.45,79.7833,कपिल
662,Leninskoye,KZ,81.54,clear sky,41.7589,69.3864,Қалдыбайдың үйі 🏘️
663,Shache,CN,78.71,clear sky,38.4167,77.2406,Delong Hotel
665,Paris,FR,87.78,clear sky,48.8534,2.3488,Britannique Hotel - Paris Centre
666,Inirida,CO,80.71,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
667,Kelvington,CA,70.41,clear sky,52.1667,-103.5343,Sportsman Motel
668,Carballo,ES,72.43,overcast clouds,43.213,-8.691,Pazo do Souto
670,Teo,ES,73.53,scattered clouds,42.75,-8.5,Casa Rural Paz
671,Jiaozuo,CN,77.9,overcast clouds,35.2397,113.2331,Days Hotel and Suites Jiaozuo
673,Coracao De Jesus,BR,90.46,clear sky,-16.6853,-44.365,Hotel Neves
675,Cavalcante,BR,88.32,clear sky,-13.7975,-47.4583,Pousada Vila dos Ipês
677,Sibu,MY,75.51,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
681,Rio De Janeiro,BR,71.55,light intensity drizzle,-22.9028,-43.2075,Hotel cruz de ouro
683,Cabatuan,PH,77.27,overcast clouds,10.8794,122.486,MVC Transient Room
685,Danville,US,79.29,broken clouds,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
686,Chhata,IN,91.17,clear sky,27.7167,77.5,Raja earth movers
687,Vicuna,CL,78.76,clear sky,-30.0319,-70.7081,Los Mosaicos
688,Ushibuka,JP,81.36,moderate rain,32.1906,130.0228,Hotei
693,Middelburg,ZA,77.2,scattered clouds,-25.7751,29.4648,Oregon Place Guest House
697,Touho,NC,74.12,overcast clouds,-20.7833,165.2333,Auberge Timay Evasion
699,Pyay,MM,78.93,broken clouds,18.8167,95.2167,Shwe Pyi Thar
700,Granger,US,71.06,overcast clouds,41.7481,-86.1257,Red Roof Inn South Bend - Mishawaka
702,Erzincan,TR,88.9,few clouds,39.75,39.5,Eriza Boutique Hotel
703,Cockburn Town,TC,85.96,few clouds,21.4612,-71.1419,Osprey Beach Hotel
705,Mahibadhoo,MV,77.59,moderate rain,3.7833,72.9667,Omadhoo Inn
706,Jega,NG,89.8,overcast clouds,12.2175,4.3792,ALH. Nasiru Ibrahim
708,Akyab,MM,83.73,overcast clouds,20.15,92.9,ဟိုတယ် မန်မိုရီ
711,Punto Fijo,VE,85.35,overcast clouds,11.6956,-70.1996,Santa Fe Inn Hotel
712,Gigmoto,PH,81.82,overcast clouds,13.7796,124.39,Cj's Travellers Inn
